author,creator,titles,dates,publishers,languages,subjects,descriptions,earliest_year,latest_year,Frequency,urls,og_dates
Ursula Bloom,"['Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.', 'Bloom, Ursula.']","""['The Cypresses grow dark.', 'The first Elizabeth. [A novel based on the life of Queen Elizabeth I.]', 'Pastoral.', 'The hunter's moon', 'The silver ring', 'Yesterdays tomorrow', 'The mightier sword. [An autobiography. With a portrait.]', 'The cactus has courage.', 'The old Adam.', 'Youth at the gate ', 'Three sons', 'Perchance to dream', 'Adam's daughter.', 'Eleanor Jowitt, antiques.']""","[1932.0, 1953.0, 1934.0, 1979.0, 1984.0, 1968.0, 1966.0, 1961.0, 1967.0, 1959.0, 1964.0, 1982.0, 1947.0, 1950.0]","['London, ', 'London, ', 'London, ', 'Bath Chivers', 'Bath Chivers', 'Hutchinson', 'London, ', 'London, ', 'London, ', 'London, ', 'Bath Chivers', 'Bath Chivers', 'London, ', 'London, ']","['eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, 'Originally published: London: Hutchinson, 1969', 'Originally published: London : Hutchinson, 1956', nan, nan, nan, nan, nan, 'Originally published: London : Macdonald, 1946', 'Originally published: London : Hutchinson, 1971', nan, nan]",1932.0,1984.0,14,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSITUqqlgGWGCS2-49fsY1dnzVP8-6enyq4zrroTdtz_jhS5DO58yIbR-fMQg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVfAFl5rdMEKXWNxV8Nd21j43S3FmBjeNXNXhhwfXBnFQ4YjZ8N_VcbDIfF68&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkn4VJmGdp0sXhALuejVUPuQgQvoBq469wdOgfz9GCJmmc4hSOLjIc0YIc3kU&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZZNxJE8TzPN5tE5xrypqziErv7V-3350uVV6p-A7ZPnBJD2HERGVhESx_4g&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9_eL9NO50A-oMf1p5QLvHgCreHJsC5WKRlvn4dES1EgVexGyMx88ZvZissA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSU4PjfZ3GkSMCHzWsDTH1wsuEHj0AZeHn7omcPfWIdJwVErXhgrIj0-py-zw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTe0p39f-UeFuBqWEWlYbatNpZg9ECGt9Vitpq4cI6PM2_WJmg88yqhcAfEymg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTKFdVTlrIKqgcBXLsRdrDQain0x4fzvLW7aEr3zmU9CkznpDzm9IL0EWf7sk&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSeH0J-XWUCBcyHKBKWJF4QTxtdBzn8Q_XT-CJKMN2Gvs8u10pgDRHh_MQu8Q&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5Lyh4LWNpr6EAFREJBpeX_K2gQY5TkWcpAFlSSrNJLvLMCICcfojsawn_FSE&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSdxeddUDp-N01YEx1U-qVaVzFw-KWHpeiqUqLKYfMnFkMlx32sZ0VkTGp2yQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScJMgWbcza6SvslfJ78jE2AyhDs3kYCHwb7Ie7Vli-SuHLIrbVALaW906azl0&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeRB-9IVbDuMZwqQGusV_w7OgphhK4LOJAUMegI9JwHO1ZW0dy1y1m4CJkNds&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4BwppYhe66Jq6LDdk0s2rblzXUrIpz--bv08tQ13YWhMiJWbkEjozp01d_Q&s']","['[1932]', '1953.', '[1934]', '1989, c1969', '1984', '1968', '1966.', '1961.', '1967.', '1959.', '1983, c1946', '1982', '1947.', '1950.']"
V. Gordon Childe,"['Childe, V. Gordon(Vere Gordon),1892-1957.', 'Childe, V. Gordon(Vere Gordon),1892-1957.', 'Childe, V. Gordon(Vere Gordon),1892-1957.']","""['What happened in history ', 'Social evolution. (Based on a series of lectures delivered at the University of Birmingham in 1947-8 under the Josiah Mason lectureship founded by the Rationalist Press Association.).', 'Prehistoric Scotland.']""","[1954.0, 1951.0, 1940.0]","['Harmondsworth : Penguin Books,', 'London, ', 'London, ']","['eng', 'eng', 'eng']","['History.', nan, nan]","['""A study of the rise and decline of cultural and moral values in the Old World up to the fall of the Roman empire.""', nan, nan]",1940.0,1954.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKaeVWPonqJmTb-3z4MZPSELu5STY-QO4VTtQO8IY_69skZEuvhQvPVgDzHA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmpzm9ptUn1-zMi13oIVW7DQmEcMwK7-A51QTBgQOchh8MtohKKS2l46aDOg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFRzG9Hfc6T-90qIPWBeuXZHynO5kdrZxwEDKgZr4LBfzFpgDuAmKeA59X9M4&s']",
V. S. Naipaul,"['Naipaul, V. S.(Vidiadhar Surajprasad),1932-', 'Naipaul, V. S.(Vidiadhar Surajprasad),1932-', 'Naipaul, V. S.(Vidiadhar Surajprasad),1932-']","""['The loss of El Dorado : a colonial history ', 'Magic seeds : a novel ', 'Finding the centre two narratives']""","[2001.0, 2004.0, 1984.0]","['London : Picador,', 'Leicester : W.F. Howes,', 'London Deutsch']","['eng', 'eng', 'eng']","[nan, 'Identity (Psychology)', 'Authors, Trinidadian']","['With an index.', 'Standard print ed. originally published : London : Picador, 2004.', nan]",1984.0,2004.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsNaRcPbKNi4IeQ2JRDAo4VWq3SnALBOQ52kja8633W9-TLKR9espvSNqwgI0&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTn1pBsD_gy06OjJ3X1sxRqHym1JGiUS0hsb6Sh75RJz1sCHfExPkXvKZtlN_o&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwqjWbC73VeYMqPEddzXBM-JHePU0uUEiOugeGSpuodQDFe4Rm9yPIo7REXA&s']",
Vance Bourjaily,"['Bourjaily, Vance,1922-2010.', 'Bourjaily, Vance,1922-2010.']","""['Brill among the ruins', 'The violated ']""","[1973.0, 1969.0]","['London Sphere', 'London : Corgi,']","['eng', 'eng']","[nan, nan]","['Originally published, New York: Dial Press, 1970; London: W.H. Allen, 1971', nan]",1969.0,1973.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTn3n6tBiBsO2mc3FYmnkJid_wzTicBYfkOCJy2NLb5HMzYct3HmplgZbS97Q&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5N2G6IcXRQ4UpGKUfBjrrKhWSpSmHWn2WkF9DiKNBgA87YBzzLkcIqq6aGV0&s']","['1973', '1969.']"
Ved Mehta,"['Mehta, Ved,1934-', 'Mehta, Ved,1934-']","""['The stolen light', 'The ledge between the streams']""","[1989.0, 1984.0]","['London Collins', 'London Pan']","['eng', 'eng']","['Blind', 'Blind children']","[nan, 'Originally published: New York: Norton ; London: Harvill, 1984']",1984.0,1989.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlTYFoUqydGTLgA7uI4PlISrUOEZ0ucCFMoiZ2_Ve2FBikqgZ7M2vvUgC37YQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIiVtU71onYxruBINdLk5uP6tM8_q0F7672z3xEvyjzvYNM4-75TBOy7TPn7s&s']","['1989', '1985, c1984']"
Vera Brittain,"['Brittain, Vera,1893-1970.', 'Brittain, Vera,1893-1970.']","""[''One of these little ones' ... (a plea to parents and others for Europe\'s children.).', 'Seed of chaos: what mass bombing really means ']""","[1943.0, 1944.0]","['[London] ], ', 'London, ']","['eng', 'eng']","[nan, nan]","[nan, nan]",1943.0,1944.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSW3TaBLQReyq7smY4bFeNHnwPTNedDabkveTm2lGHjGC6ggubZ7akfRLU-Ag&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7kYBDvguME0nD6pWWm2EKakJ83Y_N0TOXtYF-ZqoyiLpn6GLuF2dTql20sg&s']","['1943.', '1944.']"
Vernon Coleman,"['Coleman, Vernon.', 'Coleman, Vernon.']","""['We love cats ', 'Why everything is going to get worse before it gets better : (and what you can do about it) ']""","[2002.0, 2004.0]","['Barnstaple : Chilton Designs,', 'Barnstaple : Blue Books,']","['eng', 'eng']","['Cats', nan]","[nan, nan]",2002.0,2004.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDQlAmfZtyoOTHt-0Kkhg5A0VF9bn1z7U4RMNyLNck1SgDJb1uSbsqTpOtX-A&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAAitL50-jBLoyqpuPma26U87_gSEcxid80JcQEDuwtf47H0yaWarZlyOSvQ&s']","['2002.', '2004.']"
Victor Hugo,"['Hugo, Victor,1802-1885.', 'Hugo, Victor,1802-1885.', 'Hugo, Victor,1802-1885.', 'Hugo, Victor,1802-1885.']","""['Bug-Jargal ', 'Poésies de Victor Hugo.', 'Le grand imagier Victor Hugo', 'Han of Iceland ']""","[1895.0, 1828.0, 1985.0, 1888.0]","['London,', 'Bruxelles,', 'Paris Flammarion', 'London,']","['eng', 'fre', 'fre', 'eng']","[nan, nan, 'Authors, French', nan]","[nan, nan, 'Bibliography: p. 270', nan]",1828.0,1985.0,4,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTI8lAlYNy4LguHzUf4x4dntshSz4qlTXjKdTW3bOrIMW79BFbawQAon6Bn8Q&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqdDlY6wnRDkLV7fltYFiRuHwLKuGzXmLYsBbq8tynh5euB_YrOQqAfXWW-w&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQn-PHoVw2ah71sGkuQHFQAyDgrHCs9RnMzzUrk96R0wpFYD3Z9HBjigiQAgQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRyz_vEQCTEzwxNEG90eGlgCgYot-yANMIuKaZO9zxqx2GDhzDOwmrUM2vQiA&s']","['1895.', '1828.', 'c1985', '[1888]']"
Virgil I. Grissom,"['Grissom, Virgil I.']","""['Gemini; a personal account of Man's venture into space']""",[1968.0],"['New York, Macmillan ; London : Collier-Macmillan,']",['eng'],['Project Gemini (U.S.)'],[nan],1968.0,1968.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVw5g_SUX5XQRfWFuKT6Dsp_SnzqYsM8XWm-KCn_j4evf_v0KHsbU4lk3vG6w&s'],
Virginia Woolf,"['Woolf, Virginia,1882-1941.', 'Woolf, Virginia,1882-1941.', 'Woolf, Virginia,1882-1941.']","""['The works of Virginia Woolf.', 'Mrs. Dalloway ', 'Night and day ']""","[1932.0, 1928.0, 1990.0]","['London,', 'New York Random House', 'London : Hogarth Press,']","['eng', 'eng', 'eng']","[nan, 'English fiction.', nan]","[nan, nan, 'Limited edition of 1000 copies']",1928.0,1990.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJ-dlg19lZF_6XzfwmMBzFs7DDdIKr_xqw07tNvtgeXP63NEpcs_h87L0WLQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9feSK_qjMqu84D8YpPVMlhUZelIgmpLqcRiavs7Al_bUebka8ebbotMgb-N4&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0ywdiv5klDLJ_YjznZVv1agohaNz9YwRJRhDe2Mzo5mdHK5vYtTE9nyo_zf0&s']","['1929-1935.', '[1928]', '1990.']"
Vladimir Vladimirovich Nabokov,"['Nabokov, Vladimir Vladimirovich,1899-1977.', 'Nabokov, Vladimir Vladimirovich,1899-1977.', 'Nabokov, Vladimir Vladimirovich,1899-1977.', 'Nabokov, Vladimir Vladimirovich,1899-1977.']","""['Laughter in the dark ', 'The eye ', 'Stikhi [of] Vladimir Nabokov', 'The real life of Sebastian Knight ']""","[1991.0, 1972.0, 1979.0, 2001.0]","['New York : New Directions,', 'London :  Panther, ', 'Ann Arbor Ardis', 'London : Penguin Books,']","['eng', 'eng', 'rus', 'eng']","[nan, nan, 'Russian poetry.', 'Biographers']","[nan, nan, nan, 'Includes bibliographical references.']",1972.0,2001.0,4,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSRqhGFq6jDoKbkbm66FWk8UceaSPWHlLoC_pmhZ_aqN8cpyxbwwr6uSaCco4&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNiYj4SCXceBCd_M9AGgpQqjSi4l_cylLd8SsDKH5C2piGLm18EgzxAaovliA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOjVD20pmpw90GmJOJuhmMs4orrODbwrp8i2elNdG29rrkv1U6k03UwCzZ2tY&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9gPqYMTY_c1DCDCMoCHxvZs0VvHlZri5DidKLHgla4PsCHtZ32E0so7Zg1Q&s']","['1991.', '1972.', '1979', '2001.']"
W. Boyd Dawkins,"['Dawkins, W. Boyd(William Boyd),1837-1929.']","""['Cave hunting']""",[1973.0],['Wakefield E.P. Publishing'],['eng'],"['Man, Prehistoric']",['Includes index'],1973.0,1973.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQoqIVyieD69xZqToAAlNUuOENAdP-hJZCi0fExr-bjMMx4qXE82hquHnmNWw&s'],
W. G. Archer,"['Archer, W. G.(William George),1907-1979.']","""['The dove and the leopard. More uraon poetry.']""",[1948.0],"['Bombay, ']",['eng'],[nan],[nan],1948.0,1948.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTK80lrhxKO_a6ItJZqRnBS0xuygh_cIGHoVA8wX5caflxnWf0phOS6ndvudzg&s'],
Wallace Ford,"['Ford, Wallace.']","""['Showdown in high valley ']""",[1989.0],"['London : Robert Hale,']",['eng'],[nan],[nan],1989.0,1989.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-GvbuLlRTQeVLyQ4OOJmNI_ChUoVWHaNSOvEmjIJqFVyAkL3xov5kHPLuHQ&s'],['1989.']
Walt Disney,"['Disney, Walt,1901-1966.', 'Disney, Walt,1901-1966.']","""['Walt Disney nursery rhymes', 'Mickey's Toontown tunes.']""","[1973.0, 1996.0]","['London Purnell', 'Loughborough : Ladybird,']","['eng', 'eng']","['Nursery rhymes.', nan]","[nan, nan]",1973.0,1996.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXMK8fIbpDJfHX8lTOOhzfraPW4DA86B5TJEn9fV9tARVNa9ZNgdL-6F6aYVk&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDdOIwnYVKaUDc9TNeXJMgeJ2iKL2KPwFPtMv0-8HGK7wmGcXRCSep3MohSlU&s']","['1973', 'c1996.']"
Walt Whitman,"['Whitman, Walt,1819-1892.', 'Whitman, Walt,1819-1892.']","""['Leaves of grass. Selected from the complete edition. [With a portrait.]', 'Walt Whitman's drum taps.']""","[1916.0, 1865.0]","['London,', 'New-York,']","['eng', 'eng']","[nan, nan]","[nan, 'Signed by the author.']",1865.0,1916.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSF1mcg5NOI6A4Ym5QA68ODwX8jFG-ef2ZE5IMxO7_qvFzxlEz8sF6m6GsR2w&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRowwuQtNlIfDSOiyFMSPgXTaMIIKVSsK_Fte4C9pC_S6nVbs1hIghSQfVTGVM&s']","['[1916]', '1865.']"
Walter Bagehot,"['Bagehot, Walter,1826-1877.', 'Bagehot, Walter,1826-1877.']","""['Physics and politics or, Thoughts on the application of the principles of 'natural selection' and 'inheritance' to political society', 'Lombard Street : a description of the money market ']""","[1971.0, 1999.0]","['Farnborough Gregg', 'New York ; Chichester : Wiley,']","['eng', 'eng']","['Political sociology.', 'Finance']","['Facsimile reprint of 1st ed., London: King, 1872', 'Facsim. reprint. Originally published: New York: Scribner, Armstrong, 1873.']",1971.0,1999.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTaIgPO4E9RYJv-LHyRd0sgTH_hQlIMVZ-h_a5FrrtD_ukzup8sBOjcMZ77qIM&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7QvOssBu-uZ7HWBdfuoaQwve68N6gdXr16HfZC5DCV6dZ_CeqRyUP9gwJwRU&s']","['1971', '1999.']"
Walter Crane,"['Crane, Walter,1845-1915.', 'Crane, Walter,1845-1915.']","""['Red Riding Hood's picture book, containing Little Red Riding Hood. Jack and the beanstalk. The forty thieves with original coloured pictures & some new additions.', 'The adventures of Robin Hood ']""","[1899.0, 1994.0]","['London,', 'London : D. Campbell,']","['eng', 'eng']","[nan, nan]","[nan, 'First published: 1956']",1899.0,1994.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfJKRPahYPDGjNcluAXGAzqMbd8PjD2V-14hMSqYv1pMzgiQTfAYm5HocvWQA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1noyOuW2ACoRkjch7fqlIubyrHk2MtPTeD_QsOlDu-WrnYGdUDaWkFlt3kMA&s']","['[1899]', '1994.']"
Walter Hill,"['Hill, Walter.']","""['What housing costs ']""",[1945.0],"['London, ']",['eng'],[nan],[nan],1945.0,1945.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDeEM0QwZkuy1SnxXWRas7bpNFR2oozGvCavH1CEAvmRHctQbs_kdHI_Op0dE&s'],['1945.']
Walter Kempowski,"['Kempowski, Walter.']","""['Herzlich willkommen Roman']""",[1984.0],['München Knaus'],['ger'],[nan],[nan],1984.0,1984.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwAXIpGdeWbUxCo9PRfefVW-IXt1JEFosofqT0c8LTXNWt5bxBhg3A2wObb3I&s'],['c1984']
Walter Lippmann,"['Lippmann, Walter,1889-1974.']","""['U.S. foreign policy: Shield of the republic.']""",[1943.0],"['London,']",['eng'],[nan],[nan],1943.0,1943.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0H9yFl0ZvO-dtuAtNNPuOgUxyji_xEcd9y5AOKWWgAhwFrjdVhG8fBqlndw&s'],['1943.']
Walter Savage Landor,"['Landor, Walter Savage,1775-1864.', 'Landor, Walter Savage,1775-1864.', 'Landor, Walter Savage,1775-1864.']","""['Imaginary conversations.', 'A day-book of Walter Savage Landor ', 'To the Brugesses of Warwick.']""","[1906.0, 1919.0, 1949.0]","['London & New York, ', 'Oxford, ', 'Oxford, ']","['eng', 'eng', 'eng']","[nan, nan, nan]","['v. 1.  Classical dialogues. -- v. 2.  Dialogues of sovereigns and statesmen.', nan, nan]",1906.0,1949.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdo6QYpSMOLFaTPKcutmcEUuHIMQpniPpsOM2WlVvv92MuWCiNrQjJnS_46Ws&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzvOGTu4uFwD5pEUUsYWcNXwE7hX_HHEhvaCkyzI1pbFw3sSC4sDt3fAh62dE&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqFhwkoV-kd6C4r7ijqKUugtEf7upnj_DdzKVk8rmjnVuPO5uFt2EFPHmUgQ&s']","['[1906]', '1919.', '1949.']"
